item_id,zh_cn,ru,fr,en,icon_path,category_zh_cn,category_ru,category_fr,category_en
45914,武器翻新剂,Эфенский куб оружейника,Trempe solaire,Solar Temper,icons/icon_item_2070.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
45915,防具翻新剂,Эфенский куб бронника,Trempe lunaire,Lunar Temper,icons/icon_item_2069.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
45916,光辉的武器翻新剂,Большой эфенский куб оружейника,Trempe solaire resplendissante,Resplendent Solar Temper,icons/icon_item_2070.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
45917,光辉的防具翻新剂,Большой эфенский куб бронника,Trempe lunaire resplendissante,Resplendent Lunar Temper,icons/icon_item_2069.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
45918,光辉的翻新添加剂,Большая эфенская сфера,Charme de trempe resplendissant,Resplendent Tempering Charm,icons/icon_item_4002.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
45979,翻新添加剂,Эфенская сфера,Charme de trempe,Tempering Charm,icons/icon_item_4001.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46024,光辉的翻新添加剂（绑定）,Персональная Большая эфенская сфера,Charme de trempe resplendissant lié,Bound Resplendent Tempering Charm,icons/icon_item_4002.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46025,翻新添加剂（绑定）,Эфенская сфера,Charme de trempe lié,Bound Tempering Charm,icons/icon_item_4001.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46026,特别的翻新添加剂,Янтарная эфенская сфера,Charme de trempe inférieur,Lesser Tempering Charm,icons/icon_item_4001.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46067,被深渊浸染的碎片,Сплав хаоса,Éclat de la Bibliothèque abyssale,Abyssal Library Shard,icons/icon_item_0854.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
46129,未拆封的装备外形提取催化剂,Стирающий пигмент,Alambic de récupération emballé,Wrapped Image Recovery Alembic,icons/icon_item_3293.dds.png,生产材料,Редкий материал,Matériau,Material
46151,新月石强化菱石：1阶段,Заготовка огранщика,Charme sélène de rang 1,Luna Charm Rank 1,icons/icon_item_4467.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46152,新月石强化菱石：2阶段,Двойная заготовка огранщика,Charme sélène de rang 2,Luna Charm Rank 2,icons/icon_item_4467.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46156,新月石晶,Эмалевое стекло,Lunarite lumi supérieure,Superior Glow Lunarite,icons/icon_item_4469.dds.png,炼金材料,Реактив,Alchimie,Alchemy
46157,新月石片,Эмалевая глазурь,Lunarite délicate lumi,Fine Glow Lunarite,icons/icon_item_4470.dds.png,炼金材料,Реактив,Alchimie,Alchemy
46420,新月石强化菱石：3阶段,Тройная заготовка огранщика,Charme sélène de rang 3,Luna Charm Rank 3,icons/icon_item_4467.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46421,新月石强化菱石：4阶段,Четырехгранная заготовка огранщика,Charme sélène de rang 4,Luna Charm Rank 4,icons/icon_item_4468.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46422,Luna Charm Rank 5,Пятигранная заготовка огранщика,Charme sélène de rang 5,Luna Charm Rank 5,icons/icon_item_4468.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46428,深邃的新月石强化菱石,Хрупкая тройная заготовка огранщика,Charme sélène de Daru,Daru's Luna Charm,icons/icon_item_4467.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
46574,被撕裂的红龙鬃毛,Фрагмент огненной чешуи,Éclat d'arête vertébrale du dragon rouge,Red Dragon Spinal Ridge Shard,icons/icon_item_4522.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
46682,神秘幸运石,Персональная ирамийская гадальная руна,Pierre de sérendipité liée,Bound Serendipity Stone,icons/icon_item_3017.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
47115,结块的高级香料,Молотые специи,Bourse des Épices moulues,Ground Spices Pouch,icons/icon_item_1763.dds.png,生产材料,Редкий материал,Matériau,Material
47116,结块的健康蔬菜,Нашинкованные овощи,Bourse des Primeurs hachées,Chopped Produce Pouch,icons/icon_item_1765.dds.png,生产材料,Редкий материал,Matériau,Material
47117,结块的谷物粉,Измельченные злаки,Bourse des Céréales moulues,Ground Grain Pouch,icons/icon_item_1769.dds.png,生产材料,Редкий материал,Matériau,Material
47118,高浓缩果汁,Свежевыжатый сок,Bourse de Purée du verger,Orchard Puree Pouch,icons/icon_item_1759.dds.png,生产材料,Редкий материал,Matériau,Material
47119,结块的干花草,Измельченные лепестки цветов,Bourse des Fleurs séchées,Dried Flowers Pouch,icons/icon_item_1762.dds.png,生产材料,Редкий материал,Matériau,Material
47120,结块的熏蒸药材,Лекарственный порошок,Bourse de Poudre médicinale,Medicinal Powder Pouch,icons/icon_item_1768.dds.png,生产材料,Редкий материал,Matériau,Material
47347,被深渊侵蚀的碎片,Амальгама хаоса,Éclat du Cœur d'Ayanad Abyssal,Abyssal Heart of Ayanad Shard,icons/icon_item_4629.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
47581,新月紫石晶,Лиловое эмалевое стекло,Lunarite Lumiconstante,Evenglow Lunarite,icons/icon_item_4211.dds.png,炼金材料,Реактив,Alchimie,Alchemy
47588,新月强化菱石：怒刺,Заготовка огранщика для гравировки морской бездны,Charme sélène Lumiconstante : Traumatisme,Evenglow Luna Charm: Trauma,icons/icon_item_1559.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
47589,新月强化菱石：悲鸣监狱,Заготовка огранщика для гравировки пиратской метки,Charme sélène Lumiconstante : Cauchemars,Evenglow Luna Charm: Nightmares,icons/icon_item_1559.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
47592,新月强化菱石：幻影链条,Заготовка огранщика для гравировки кровавой длани,Charme sélène Lumiconstante : Stase,Evenglow Luna Charm: Stasis,icons/icon_item_1559.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
47593,新月强化菱石：蜘蛛网,Заготовка огранщика для гравировки багровой грозы,Charme sélène Lumiconstante : Impact,Evenglow Luna Charm: Impact,icons/icon_item_1559.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
47594,新月强化菱石：星空,Заготовка огранщика для гравировки северной звезды,Charme sélène Lumiconstante : Échappez-vous,Evenglow Luna Charm: Escape,icons/icon_item_1559.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
47595,新月强化菱石：风吟,Заготовка огранщика для гравировки «Морского дракона»,Charme sélène Lumiconstante : Déplacement,Evenglow Luna Charm: Movement,icons/icon_item_1559.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
47929,新月石选择宝箱（绑定）,Набор гравировок,Caisse de Gemme sélène liée,Bound Lunagem Crate,icons/quest/icon_item_quest169.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48124,武器辟邪石：不朽,Талисман оружейника из изначального акхиума,Emblème d'ancrage d'arme épique,Epic Weapon Anchoring Emblem,icons/icon_item_3511.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48125,防具辟邪石：不朽,Талисман бронника из изначального акхиума,Emblème d'ancrage d'armure épique,Epic Armor Anchoring Emblem,icons/icon_item_3512.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48126,饰品辟邪石：不朽,Талисман ювелира из изначального акхиума,Emblème d'ancrage d'accessoire épique,Epic Accessory Anchoring Emblem,icons/icon_item_3513.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48130,武器辟邪石碎片：不朽,Заготовка из изначального солнечного акхиума,Fragment d'ancrage d'arme épique,Epic Weapon Anchoring Shard,icons/icon_item_3511.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48131,防具辟邪石碎片：不朽,Заготовка из изначального лунного акхиума,Fragment d'ancrage d'armure épique,Epic Armor Anchoring Shard,icons/icon_item_3512.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48132,饰品辟邪石碎片：不朽,Заготовка из изначального звездного акхиума,Fragment d'ancrage d'accessoire épique,Epic Accessory Anchoring Shard,icons/icon_item_3513.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48406,注视者青色结晶,Средоточие морей,Cristal d'âme du Léviathan,Leviathan's Soul Crystal,icons/icon_item_4770.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
48407,侵略者黑色结晶,Средоточие сумрака,Cristal d'âme du Dragon noir,Black Dragon's Soul Crystal,icons/icon_item_4771.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
48408,捕食者红色结晶,Средоточие ярости,Cristal d'âme de Charybde,Charybdis' Soul Crystal,icons/icon_item_4772.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
48409,破坏神的紫色结晶,Средоточие безумия,Cristal d'âme d'Anthalon,Anthalon's Soul Crystal,icons/icon_item_4773.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
48450,翻新选择宝箱（绑定）,Сундук с эфенскими сферами и кубами,Caisse de charme de trempe lié,Bound Temper Crate,icons/quest/icon_item_quest169.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48521,光辉的武器翻新剂（绑定）,Большой эфенский куб оружейника,Trempe solaire resplendissante lié,Bound Resplendent Solar Temper,icons/icon_item_2070.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48522,光辉的防具翻新剂（绑定）,Большой эфенский куб бронника,Trempe lunaire resplendissante lié,Bound Resplendent Lunar Temper,icons/icon_item_2069.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48813,海怪毒牙,Клык Калидиса,Croc de Charybde,Charybdis' Fang,icons/icon_item_4812.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
48814,卡里迪斯的皮,Лоскут кожи Калидиса,Peau de Charybde,Charybdis' Hide,icons/icon_item_4813.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
48858,武器翻新添加剂（绑定）,Эфенская сфера оружейника,Charme de trempe d'arme lié,Bound Weapon Tempering Charm,icons/icon_item_4001.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48859,防具翻新添加剂（绑定）,Эфенская сфера бронника,Charme de trempe d'armure lié,Bound Armor Tempering Charm,icons/icon_item_4815.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48860,光辉的武器翻新添加剂（绑定）,Большая эфенская сфера оружейника,Charme de trempe d'arme resplendissant lié,Bound Resplendent Weapon Tempering Charm,icons/icon_item_4002.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48861,光辉的防具翻新添加剂（绑定）,Большая эфенская сфера бронника,Charme de trempe d'armure resplendissant lié,Bound Resplendent Armor Tempering Charm,icons/icon_item_4816.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48862,辟邪武器翻新添加剂,Сверкающая эфенская сфера оружейника,Charme d'ancrage de trempe d'arme,Weapon Anchoring Tempering Charm,icons/icon_item_4817.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48863,辟邪防具翻新添加剂,Сверкающая эфенская сфера бронника,Charme d'ancrage de trempe d'armure,Armor Anchoring Tempering Charm,icons/icon_item_4818.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48864,幸运的武器翻新添加剂,Драгоценная эфенская сфера оружейника,Charme d'ancrage de trempe d'arme resplendissant,Resplendent Weapon Anchoring Tempering Charm,icons/icon_item_4819.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48865,幸运的防具翻新添加剂,Драгоценная эфенская сфера бронника,Charme d'ancrage de trempe d'armure resplendissant,Resplendent Armor Anchoring Tempering Charm,icons/icon_item_4820.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48866,武器翻新添加剂,Эфенская сфера оружейника,Charme de trempe d'arme,Weapon Tempering Charm,icons/icon_item_4001.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48867,防具翻新添加剂,Эфенская сфера бронника,Charme de trempe d'armure,Armor Tempering Charm,icons/icon_item_4815.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48868,光辉的武器翻新添加剂,Большая эфенская сфера оружейника,Charme de trempe d'arme resplendissant,Resplendent Weapon Tempering Charm,icons/icon_item_4002.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48869,光辉的防具翻新添加剂,Большая эфенская сфера бронника,Charme de trempe d'armure resplendissant,Resplendent Armor Tempering Charm,icons/icon_item_4816.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48885,辟邪武器翻新添加剂（绑定）,Сверкающая эфенская сфера оружейника,Charme d'ancrage de trempe d'arme lié,Bound Weapon Anchoring Tempering Charm,icons/icon_item_4817.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48886,辟邪防具翻新添加剂（绑定）,Сверкающая эфенская сфера бронника,Charme d'ancrage de trempe d'armure lié,Bound Armor Anchoring Tempering Charm,icons/icon_item_4818.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48893,幸运的武器翻新添加剂（绑定）,Драгоценная эфенская сфера оружейника,Charme d'ancrage de trempe d'arme resplendissant lié,Bound Resplendent Weapon Anchoring Tempering Charm,icons/icon_item_4819.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48894,幸运的防具翻新添加剂（绑定）,Драгоценная эфенская сфера бронника,Charme d'ancrage de trempe d'armure resplendissant lié,Bound Resplendent Armor Anchoring Tempering Charm,icons/icon_item_4820.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48903,辟邪翻新添加剂选择宝箱（绑定）,Набор сверкающих эфенских сфер,Boîte de charme d'ancrage de trempe liée,Bound Anchoring Tempering Charm Box,icons/icon_item_3282.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48904,光辉的翻新添加剂选择宝箱（绑定）,Набор больших эфенских сфер,Boîte de charme de trempe resplendissant liée,Bound Resplendent Tempering Charm Box,icons/icon_item_3278.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48905,翻新添加剂选择宝箱（绑定）,Набор эфенских сфер,Boîte de charme de trempe liée,Bound Tempering Charm Box,icons/icon_item_3279.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
48994,幻化复原剂,Стирающий порошок,Alambic de restauration,Restoration Alembic,icons/icon_item_2039.dds.png,生产材料,Редкий материал,Matériau,Material
49002,装备外形提取催化剂,Стирающий пигмент,Alambic de récupération,Image Recovery Alembic,icons/icon_item_3293.dds.png,生产材料,Редкий материал,Matériau,Material
49239,耀眼的源晶珠,Акхиумная сфера,Orbe d'Archeum vif,Vivid Archeum Orb,icons/icon_item_4790.dds.png,生产材料,Редкий материал,Matériau,Material
49695,守护者的魔力核心,Знак хранителя,Manaréacteur du Gardien,Warden's Manacore,icons/icon_item_4947.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
49770,守护者的魔力碎片,Фрагмент знака хранителя,Éclat de mana du Gardien,Warden's Manashard,icons/icon_item_4948.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
49775,新月石强化菱石：6阶段,Шестигранная заготовка огранщика,Charme sélène de rang 6,Luna Charm Rank 6,icons/icon_item_4468.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
50177,格蓝的怨恨戒指,Перстень Гленна,Anneau d'Implacable Glenn,Relentless Glenn's Ring,icons/icon_item_ring_0004.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
50178,蕾娜的憎恨戒指,Перстень Лореи,Anneau de Meina vicieux,Vicious Meina's Ring,icons/icon_item_ring_0004.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
50180,变化的美杜莎鳞发,Потускневшая чешуя Ашьяры,Volant radieux de Jola,Jola's Radiant Frill,icons/icon_item_0053.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
50415,次元结晶,Осколок кристалла измерений,Cristal d'âme voilé,Clouded Soul Crystal,icons/icon_item_5019.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
50529,翻新剂选择宝箱,Ящик с эфенскими кубами,Caisse de Trempe,Temper Crate,icons/icon_item_2273.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
50537,荣光月影选择宝箱,Ларец со звездами,Caisse de Givre sélène probe,Honorbound Lunafrost Crate,icons/quest/icon_item_quest169.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
50546,机甲兵器部件,Стальная чешуйка,Parties de Risopode,Risopoda Parts,icons/icon_item_0060.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
50684,未鉴定的灵魂碎片,Ларец механика,Pochette de Résilience non-identifiée,Unidentified Resilience Pouch,icons/icon_item_5001.dds.png,生产材料,Редкий материал,Matériau,Material
50730,光辉的翻新添加剂宝箱（绑定）,Сундук с большой эфенской сферой,Caisse de Charme de trempe resplendissant liée,Bound Resplendent Tempering Charm Crate,icons/icon_item_2374.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51583,武器翻新剂捆,Набор эфенских кубов оружейника,Trempes solaires,Solar Tempers,icons/icon_item_2070.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51584,防具翻新剂捆,Набор эфенских кубов бронника,Trempes lunaires,Lunar Tempers,icons/icon_item_2069.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51594,伊弗南的勇气,Печать силы Эфе,Puissance de Gedlon,Gedlon's Strength,icons/icon_item_5140.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51595,伊弗南的忍耐,Печать стойкости Эфе,Résilience d'Herstan,Herstan's Resilience,icons/icon_item_5141.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51596,伊弗南的智慧,Печать мудрости Эфе,Sagesse de Yordan,Yordan's Wisdom,icons/icon_item_5142.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51597,命运突破石：1阶段,Малый кристалл Эфе,Rune d'Ewan Rang 1,Ewan's Rune Rank 1,icons/icon_item_5143.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51598,命运突破石：2阶段,Средний кристалл Эфе,Rune d'Ewan Rang 2,Ewan's Rune Rank 2,icons/icon_item_5143.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51599,命运突破石：3阶段,Большой кристалл Эфе,Rune d'Ewan Rang 3,Ewan's Rune Rank 3,icons/icon_item_5143.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51601,染血的娜刹仕鳞片,Окровавленная чешуйка,Écaille de serpent,Serpent Scale,icons/icon_item_0096.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
51602,伊弗南的魔法珠,Золотая печать Эфе,Essence de demi-dieu,Demigod Essence,icons/icon_item_5145.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
52138,翻新剂选择宝箱,Ящик с эфенскими кубами,Caisse de Trempe,Temper Crate,icons/icon_item_1176.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
53419,海盗气魄,Подношение охотников за удачей,Esprit amoral,Lawless Spirit,icons/quest/icon_item_quest009.dds.png,生产材料,Редкий материал,Matériau,Material
53814,大草原的精华雕塑,Осколок изначального анадия,Fragment d'essence de la Grande prairie,Great Prairie Essence Piece,icons/icon_item_4948.dds.png,生产材料,Редкий материал,Matériau,Material
53815,大草原的精华,Анадиевая сфера,Essence de la Grande prairie,Great Prairie Essence,icons/icon_item_4947.dds.png,生产材料,Редкий материал,Matériau,Material
53816,大草原的结晶雕塑,Фрагмент изначального анадия,Morceau de cristal de la Grande prairie,Great Prairie Crystal Piece,icons/icon_item_4835.dds.png,生产材料,Редкий материал,Matériau,Material
53817,大草原的结晶,Анадиевая гемма,Cristal de la Grande prairie,Great Prairie Crystal,icons/icon_item_4836.dds.png,生产材料,Редкий материал,Matériau,Material
8000026,Gilda Dust,Дельфийская пыль,Poussière de Gilda,Gilda Dust,icons/icon_item_2045.dds.png,生产材料,Редкий материал,Matériau,Material
8000134,Discontinued Land Expansion Permit,Истекший арендный договор,Permis expansion terrain plus vendu,Discontinued Land Expansion Permit,icons/icon_item_2984.dds.png,生产材料,Редкий материал,Matériau,Material
8000165,猩红雷霆精华碎片,Эссенция Химериона,Essence d'Éclair pourpre,Crimson Lightning Essence,icons/icon_item_2994.dds.png,生产材料,Редкий материал,Matériau,Material
8000271,White Regrade Charm,Слабый универсальный катализатор,Charme de renivellement blanc,White Regrade Charm,icons/icon_item_2738.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8000272,Bound Superior White Regrade Charm,Мощный белый универсальный катализатор,Charme reniv. blanc supérieur lié,Bound Superior White Regrade Charm,icons/icon_item_2738.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8000487,Bound Green Regrade Charm,Основной катализатор,Charme de renivellement vert lié,Bound Green Regrade Charm,icons/icon_item_1917.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8000488,Blue Regrade Charm,Улучшенный основной катализатор,Charme de renivellement bleu,Blue Regrade Charm,icons/icon_item_1916.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8000498,Discontinued Remodeling Permit,Недействительный сертификат независимого ремесленника,Permis restructuration obsolète,Discontinued Remodeling Permit,icons/icon_item_2985.dds.png,生产材料,Редкий материал,Matériau,Material
8000966,米沙坤的水晶,Кристалл Мисагона,Cristal de Misagon,Misagon's Crystal,icons/icon_item_3390.dds.png,炼金材料,Реактив,Alchimie,Alchemy
8000999,神秘幸运石碎片（绑定）,Часть Руны закройщика костюмов,Éclat de pierre de sérendipité lié,Bound Serendipity Stone Shard,icons/icon_item_3399.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001000,未拆封的神秘幸运石,Упакованная Ирамийская гадальная руна,Pierre de sérendipité liée,Wrapped Serendipity Stone,icons/icon_item_3017.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001002,Glass Prismatic Diamond,Чистый Радужный хрусталь,Diamant prismatique en verre,Glass Prismatic Diamond,icons/icon_item_1761.dds.png,生产材料,Редкий материал,Matériau,Material
8001035,Bound Superior White Regrade Charm,Мощный белый универсальный катализатор,Charme de renivellement blanc supérieur lié,Bound Superior White Regrade Charm,icons/icon_item_2738.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001094,建筑管理许可证,Разрешение на управление строительством,Permis gestion de construction,Building Management Permit,icons/icon_item_3447.dds.png,生产材料,Редкий материал,Matériau,Material
8001130,Bound Silver Regrade Charm,Мощный серебрянный катализатор,Charme renivel. argenté lié,Bound Silver Regrade Charm,icons/icon_item_2738.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001187,Daru Cauldron Shard,Осколок Котла Дару,Éclat de chaudron daru,Daru Cauldron Shard,icons/icon_item_3497.dds.png,生产材料,Редкий материал,Matériau,Material
8001189,Refined Iron Ingot,Тонкий железный лист,Lingot de fer,Refined Iron Ingot,icons/icon_item_3498.dds.png,金属,Слиток металла,Métal,Metal
8001190,Magic Solution,Магический раствор,Solution magique,Magic Solution,icons/quest/icon_item_quest179.dds.png,炼金材料,Реактив,Alchimie,Alchemy
8001381,Celestial Weapon Anchoring Emblem,Квейсарская эмблема оружейника,Emblème d'ancrage d'arme céleste,Celestial Weapon Anchoring Emblem,icons/icon_item_3505.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001382,Celestial Armor Anchoring Emblem,Квейсарская эмблема бронника,Emblème d'ancrage d'armure céleste,Celestial Armor Anchoring Emblem,icons/icon_item_3506.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001383,Celestial Accessory Anchoring Emblem,Квейсарская эмблема ювелира,Emblème d'ancrage d'accessoire céleste,Celestial Accessory Anchoring Emblem,icons/icon_item_3507.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001384,Celestial Weapon Anchoring Charm: 1.5x,Квейсарский талисман оружейника: 1.5х,Charme d'ancrage d'arme céleste : 1.5x,Celestial Weapon Anchoring Charm: 1.5x,icons/icon_item_3508.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001385,Celestial Armor Anchoring Charm: 1.5x,Квейсарский талисман бронника: 1.5х,Charme d'ancrage d'armure céleste : 1.5x,Celestial Armor Anchoring Charm: 1.5x,icons/icon_item_3509.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001386,Celestial Accessory Anchoring Charm: 1.5x,Квейсарский талисман ювелира: 1.5х,Charme d'ancrage d'accessoire céleste : 1.5x,Celestial Accessory Anchoring Charm: 1.5x,icons/icon_item_3510.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001387,Celestial Weapon Anchoring Charm: 2x,Квейсарский талисман оружейника: 2х,Charme d'ancrage d'arme céleste : 2x,Celestial Weapon Anchoring Charm: 2x,icons/icon_item_3508.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001388,Celestial Armor Anchoring Charm: 2x,Квейсарский талисман бронника: 2х,Charme d'ancrage d'armure céleste : 2x,Celestial Armor Anchoring Charm: 2x,icons/icon_item_3509.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001389,Celestial Accessory Anchoring Charm: 2x,Квейсарский талисман ювелира: 2х,Charme d'ancrage d'accessoire céleste : 2x,Celestial Accessory Anchoring Charm: 2x,icons/icon_item_3510.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001390,Divine Weapon Anchoring Emblem,Древняя Квейсарская эмблема оружейника,Emblème d'ancrage d'arme divine,Divine Weapon Anchoring Emblem,icons/icon_item_3511.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001391,Divine Armor Anchoring Emblem,Древняя Квейсарская эмблема бронника,Emblème d'ancrage d'armure divine,Divine Armor Anchoring Emblem,icons/icon_item_3512.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001392,Divine Accessory Anchoring Emblem,Древняя Квейсарская эмблема ювелира,Emblème d'ancrage d'accessoire divin,Divine Accessory Anchoring Emblem,icons/icon_item_3513.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001393,Divine Weapon Anchoring Charm: 1.5x,Древний Квейсарский талисман оружейника: 1.5х,Charme d'ancrage d'arme divine : 1.5x,Divine Weapon Anchoring Charm: 1.5x,icons/icon_item_3514.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
8001394,Divine Armor Anchoring Charm: 1.5x,Древний Квейсарский талисман бронника: 1.5х,Charme d'ancrage d'armure divine : 1.5x,Divine Armor Anchoring Charm: 1.5x,icons/icon_item_3515.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
